type,ev
401(k),99864
Stock Options,98942
Health Insurance,166766
401(k),104377
401(k),194790
Paid Time Off,51510
Stock Options,196589
Stock Options,158513
Health Insurance,171173
Stock Options,125661
Stock Options,135191
401(k),79089
Stock Options,148977
401(k),139199
401(k),153699
Remote Work,196834
401(k),181648
401(k),149722
Paid Time Off,128690
Stock Options,128412
401(k),124721
401(k),126533
Stock Options,182508
Paid Time Off,110422
Stock Options,66942
401(k),147331
401(k),62661
Health Insurance,138857
Stock Options,105579
Remote Work,87017
Paid Time Off,180395
Remote Work,95394
Paid Time Off,84007
Stock Options,148204
Health Insurance,128994
Paid Time Off,199420
401(k),169132
Health Insurance,60568
401(k),153367
Health Insurance,137844
401(k),57699
401(k),135523
Remote Work,68041
Paid Time Off,185804
Stock Options,97513
Remote Work,93516
401(k),97152
401(k),185553
401(k),65836
Health Insurance,79446
Stock Options,138486
401(k),114733
401(k),82265
Paid Time Off,188825
Stock Options,167845
Health Insurance,192021
401(k),189655
401(k),160576
Stock Options,183569
401(k),186728
Remote Work,71754
Remote Work,78102
401(k),180749
401(k),169977
401(k),140915
401(k),182990
401(k),101164
Stock Options,86968
Stock Options,183137
401(k),116201
401(k),133409
401(k),115382
401(k),178003
Health Insurance,54239
401(k),79346
Paid Time Off,178616
Health Insurance,125681
Remote Work,66102
401(k),121260
Paid Time Off,154085
Remote Work,196086
401(k),81262
401(k),176121
401(k),84962
401(k),64117
Stock Options,71647
Paid Time Off,82980
Paid Time Off,124306
401(k),56312
Health Insurance,171029
Health Insurance,72595
401(k),109837
401(k),93976
Remote Work,103443
401(k),196326
Health Insurance,188159
401(k),157621
Health Insurance,126338
401(k),136092
Remote Work,57105
401(k),189177
401(k),51697
Health Insurance,162178
Health Insurance,187139
Paid Time Off,140845
Remote Work,79763
Health Insurance,92409
Health Insurance,55238
Remote Work,174779
401(k),160977
401(k),88176
401(k),170593
Paid Time Off,61399
Remote Work,73692
Paid Time Off,175329
401(k),96809
401(k),123824
401(k),191262
Stock Options,58983
401(k),117953
Stock Options,150038
Health Insurance,166598
401(k),134279
Stock Options,132719
401(k),99844
Paid Time Off,183372
Paid Time Off,181436
Stock Options,159354
401(k),190702
Health Insurance,133216
Remote Work,198173
Stock Options,92016
Stock Options,98859
Remote Work,97567
Paid Time Off,167154
401(k),180860
Health Insurance,150469
Remote Work,120075
Health Insurance,192648
Health Insurance,50717
401(k),61851
Remote Work,170833
401(k),79692
401(k),78473
401(k),156731
Remote Work,151250
Health Insurance,139920
401(k),120388
Health Insurance,145387
401(k),53824
401(k),66118
Remote Work,65617
Remote Work,166281
Health Insurance,196146
401(k),151764
Paid Time Off,64692
Remote Work,130085
Health Insurance,143453
401(k),64476
401(k),124266
Health Insurance,63867
401(k),168641
401(k),150573
Remote Work,90478
Paid Time Off,144381
Health Insurance,108014
Remote Work,109785
Stock Options,104102
Stock Options,140729
Stock Options,136535
Remote Work,84032
Paid Time Off,58276
401(k),153636
401(k),112480
401(k),113205
Health Insurance,62897
401(k),141486
401(k),151281
Stock Options,96289
Paid Time Off,75505
Remote Work,187869
Stock Options,95465
Health Insurance,88263
Stock Options,153483
Health Insurance,52194
401(k),81620
Remote Work,106236
Remote Work,172220
Health Insurance,162198
401(k),148539
Paid Time Off,175825
401(k),51673
Health Insurance,190466
Stock Options,165614
Paid Time Off,106519
Paid Time Off,159020
Paid Time Off,159245
Health Insurance,152132
Health Insurance,85251
Stock Options,151409
401(k),122503
Health Insurance,129095
401(k),61819
Remote Work,143784
401(k),103469
Remote Work,69649
Health Insurance,110172
401(k),94598
401(k),175727
401(k),193372
401(k),93855
401(k),76434
Health Insurance,183757
Health Insurance,51720
Health Insurance,152174
Remote Work,82003
401(k),197771
Health Insurance,156023
401(k),59565
Health Insurance,134268
Stock Options,153851
401(k),155844
Stock Options,95476
Paid Time Off,199103
Paid Time Off,56284
Remote Work,57422
Stock Options,95596
Remote Work,167696
401(k),186220
401(k),97504
401(k),53411
Health Insurance,72613
401(k),171455
401(k),66073
Remote Work,111220
401(k),194071
401(k),97621
Stock Options,170745
Paid Time Off,164594
401(k),191922
Remote Work,148034
401(k),145462
Stock Options,150263
401(k),165980
Stock Options,145362
Health Insurance,122662
Remote Work,111298
401(k),78481
401(k),184450
Paid Time Off,61915
Stock Options,136398
401(k),91405
401(k),116184
401(k),138120
401(k),169363
Remote Work,118255
Remote Work,183558
401(k),181390
Paid Time Off,61275
401(k),71294
Paid Time Off,125006
Health Insurance,193196
Remote Work,194594
Stock Options,164662
401(k),88684
Stock Options,164056
Health Insurance,196211
Health Insurance,137809
401(k),191616
401(k),52219
Paid Time Off,76506
Remote Work,119337
Stock Options,73494
Stock Options,53318
401(k),96826
401(k),182367
Health Insurance,96651
Health Insurance,176110
Stock Options,57575
Health Insurance,91903
401(k),114226
Remote Work,123193
401(k),81970
Paid Time Off,95878
401(k),67252
Paid Time Off,66280
401(k),72760
Stock Options,164183
401(k),90310
Remote Work,194004
Health Insurance,116940
Remote Work,132460
401(k),169410
401(k),110905
401(k),71553
401(k),103778
401(k),146425
Stock Options,103220
Remote Work,84841
401(k),73623
401(k),155272
401(k),140059
Stock Options,73980
401(k),80872
Stock Options,146095
Paid Time Off,181931
401(k),149682
Paid Time Off,116295
Health Insurance,61551
401(k),123243
401(k),151665
Paid Time Off,120583
Stock Options,174876
Remote Work,192459
401(k),196908
Remote Work,125553
Health Insurance,145649
Paid Time Off,63295
401(k),142685
401(k),195466
Health Insurance,179146
401(k),187574
401(k),182479
401(k),84408
Stock Options,100176
Stock Options,62163
401(k),168358
Remote Work,73390
401(k),187123
401(k),92132
Stock Options,155118
Paid Time Off,133827
401(k),109515
401(k),113399
Remote Work,170679
401(k),137279
Health Insurance,83147
Health Insurance,76531
401(k),142868
401(k),170972
401(k),102069
Health Insurance,135864
Stock Options,187607
Paid Time Off,96471
Stock Options,181232
Health Insurance,162815
Paid Time Off,130791
Paid Time Off,71549
401(k),156012
Stock Options,74632
Stock Options,140940
Stock Options,148249
Stock Options,66833
Paid Time Off,61307
401(k),173352
Stock Options,104159
Paid Time Off,168730
Stock Options,169903
Health Insurance,108463
401(k),176624
Stock Options,138425
401(k),77879
Paid Time Off,175485
401(k),100649
Health Insurance,157931
Remote Work,71472
401(k),175585
Health Insurance,98794
Stock Options,53324
401(k),69174
401(k),139497
Stock Options,116094
Remote Work,52176
401(k),63791
Health Insurance,182965
401(k),151163
401(k),187007
401(k),156647
401(k),63917
Remote Work,158641
401(k),100112
Stock Options,54135
401(k),79771
Remote Work,151966
Stock Options,55226
401(k),82195
401(k),103585
Health Insurance,134159
Paid Time Off,148799
401(k),174467
Health Insurance,60615
Paid Time Off,113914
401(k),152549
401(k),127284
Stock Options,56202
Health Insurance,107939
401(k),110349
Health Insurance,180358
Remote Work,75208
Paid Time Off,64221
Stock Options,139915
401(k),187556
Paid Time Off,173811
Stock Options,166298
401(k),102495
401(k),121208
Health Insurance,113933
401(k),83599
401(k),133438
401(k),197682
401(k),103258
401(k),62569
Paid Time Off,85315
401(k),85866
Health Insurance,133614
401(k),197225
Stock Options,191349
Paid Time Off,124119
401(k),164312
401(k),161965
Paid Time Off,126670
Health Insurance,89648
Paid Time Off,74116
401(k),65793
401(k),101814
Health Insurance,197485
Paid Time Off,197915
Paid Time Off,59220
401(k),154138
401(k),177855
Paid Time Off,156330
401(k),159642
Health Insurance,101293
Remote Work,115796
Paid Time Off,172937
401(k),103739
401(k),50994
Health Insurance,64912
Paid Time Off,84997
401(k),86928
401(k),132285
Remote Work,66487
401(k),173800
401(k),90881
Paid Time Off,162852
Remote Work,99629
401(k),157075
401(k),133766
Remote Work,79498
401(k),111315
Health Insurance,139228
Remote Work,99798
401(k),176185
Remote Work,197518
Paid Time Off,107217
Remote Work,132519
401(k),126045
401(k),163562
Paid Time Off,120824
401(k),182405
Remote Work,181668
Stock Options,68630
Remote Work,129363
Stock Options,183822
Paid Time Off,72994
Paid Time Off,187045
401(k),128124
Paid Time Off,57699
401(k),145184
401(k),97727
Paid Time Off,105790
401(k),81551
Remote Work,184160
Stock Options,81790
Paid Time Off,161136
Health Insurance,183459
Health Insurance,65832
401(k),150133
401(k),113495
Health Insurance,175269
Stock Options,131334
Health Insurance,86900
Paid Time Off,153092
Remote Work,181993
401(k),122723
Paid Time Off,64923
401(k),50690
Stock Options,114406
401(k),173721
401(k),121168
Stock Options,84541
401(k),166629
401(k),51999
401(k),102388
401(k),106538
Remote Work,120137
401(k),79016
401(k),54576
Stock Options,83363
Stock Options,100027
Paid Time Off,174144
Remote Work,88838
401(k),173373
Paid Time Off,140268
Health Insurance,96708
Health Insurance,132491
Health Insurance,146020
Stock Options,190362
Paid Time Off,91322
Stock Options,182073
401(k),117112
Stock Options,145594
401(k),78641
401(k),194999
401(k),124340
401(k),142400
401(k),155621
Health Insurance,76562
401(k),71114
Health Insurance,99028
401(k),53187
Stock Options,126317
401(k),115613
Remote Work,65544
401(k),85649
Remote Work,129831
Stock Options,85673
Remote Work,154010
Health Insurance,124213
Remote Work,157377
401(k),182246
401(k),185134
401(k),61993
Stock Options,66945
401(k),100727
Remote Work,175450
401(k),139694
Health Insurance,179413
401(k),177501
401(k),67407
401(k),135134
Health Insurance,133711
401(k),140924
401(k),53650
401(k),115685
401(k),160543
401(k),120301
401(k),198914
401(k),170057
Stock Options,148628
Remote Work,126764
Paid Time Off,172124
401(k),134994
401(k),198034
Paid Time Off,151093
401(k),76553
Remote Work,177733
Paid Time Off,79823
401(k),86207
401(k),108597
Stock Options,180497
Health Insurance,155452
Stock Options,66685
Remote Work,128685
401(k),82521
Paid Time Off,111370
401(k),181414
Health Insurance,169863
Paid Time Off,102615
401(k),83833
Health Insurance,195869
401(k),190718
Remote Work,169004
Health Insurance,66642
Remote Work,112277
Remote Work,100766
401(k),173047
401(k),162002
Health Insurance,69054
Remote Work,60179
Paid Time Off,126254
Remote Work,148662
401(k),103461
Remote Work,191231
Stock Options,104212
401(k),185542
401(k),72538
Stock Options,156012
401(k),161073
Paid Time Off,111424
Health Insurance,69243
401(k),198751
Paid Time Off,164053
Paid Time Off,93864
Health Insurance,170020
Stock Options,103705
Stock Options,85619
Health Insurance,74738
Remote Work,140890
Health Insurance,169202
Remote Work,93621
401(k),78530
401(k),51805
Stock Options,136076
401(k),62546
401(k),187790
Stock Options,145506
401(k),73321
401(k),179108
Paid Time Off,59112
Stock Options,81785
401(k),72788
Health Insurance,183935
Remote Work,52149
Stock Options,67135
Remote Work,74799
Remote Work,193811
401(k),84802
401(k),174390
Health Insurance,185269
Health Insurance,77350
401(k),71876
401(k),159788
Remote Work,118426
Stock Options,56154
Remote Work,77954
401(k),194428
401(k),112112
401(k),54032
401(k),100860
Stock Options,85021
401(k),83964
Stock Options,69992
Paid Time Off,132881
Stock Options,57928
401(k),148455
Health Insurance,79352
Remote Work,151327
Remote Work,53366
Stock Options,139736
Stock Options,94586
Health Insurance,53688
Stock Options,169367
401(k),199795
Health Insurance,56050
Remote Work,168196
401(k),195444
401(k),192615
Stock Options,160898
401(k),121910
Paid Time Off,53144
401(k),166722
401(k),92977
401(k),93675
Paid Time Off,109539
Health Insurance,179326
Remote Work,136813
Health Insurance,181256
401(k),83206
401(k),114575
Paid Time Off,158946
401(k),129135
401(k),183049
401(k),145502
401(k),173746
Paid Time Off,158194
Paid Time Off,66382
401(k),191540
Remote Work,87040
Health Insurance,62572
401(k),120403
401(k),158176
401(k),191382
Paid Time Off,198359
401(k),123079
Remote Work,109864
Paid Time Off,63432
401(k),163633
401(k),125612
401(k),55479
Health Insurance,72434
Stock Options,162945
Remote Work,180549
Remote Work,100264
Stock Options,156253
401(k),190157
Remote Work,103925
401(k),128518
401(k),130423
401(k),196076
Remote Work,185288
Stock Options,77912
Health Insurance,145551
401(k),154159
401(k),153506
401(k),116758
401(k),189447
401(k),189827
401(k),92016
Health Insurance,191115
401(k),178906
Paid Time Off,66504
Remote Work,143350
401(k),58966
401(k),153478
401(k),90145
Stock Options,132472
401(k),124795
Health Insurance,135761
Health Insurance,161011
401(k),66705
401(k),125211
401(k),148537
Health Insurance,82178
401(k),117312
401(k),128999
401(k),189083
Paid Time Off,108379
Paid Time Off,126776
401(k),190505
401(k),198481
Remote Work,120725
Health Insurance,160146
Paid Time Off,87255
401(k),171563
401(k),196778
Health Insurance,153750
Health Insurance,194462
401(k),176254
401(k),168542
Health Insurance,177874
Health Insurance,91609
401(k),162333
Stock Options,174853
401(k),113613
Health Insurance,104787
Stock Options,165902
401(k),73668
Stock Options,162606
401(k),153758
401(k),67671
Stock Options,73284
Remote Work,158855
Health Insurance,121571
Stock Options,181979
Remote Work,189589
401(k),124136
401(k),187493
Paid Time Off,61622
401(k),103559
401(k),176672
Stock Options,191568
Health Insurance,93040
401(k),59200
401(k),169815
Paid Time Off,81236
Remote Work,117862
401(k),186145
401(k),52045
401(k),132007
401(k),70520
401(k),100304
Remote Work,50312
Health Insurance,104885
Remote Work,172610
Remote Work,175205
Stock Options,103013
Stock Options,169583
401(k),60792
Stock Options,185197
401(k),100047
401(k),82206
401(k),142286
Stock Options,173467
Health Insurance,121001
401(k),71444
Paid Time Off,187028
401(k),185724
Health Insurance,141863
401(k),63326
Remote Work,104400
Health Insurance,80546
401(k),56568
401(k),116157
Stock Options,161972
Remote Work,135349
Paid Time Off,129886
Stock Options,90702
401(k),58784
401(k),136608
Remote Work,68952
Paid Time Off,123715
401(k),196654
Paid Time Off,107143
Health Insurance,69170
Paid Time Off,124665
Paid Time Off,101624
401(k),134826
Paid Time Off,180837
Remote Work,188337
401(k),122136
401(k),54941
401(k),111961
Remote Work,83101
401(k),140539
Paid Time Off,80004
Health Insurance,88059
401(k),106570
401(k),144624
Health Insurance,187754
401(k),56923
401(k),86299
Health Insurance,131095
Remote Work,150850
401(k),131956
Paid Time Off,56544
Health Insurance,129724
Paid Time Off,149926
401(k),126403
401(k),166011
401(k),61259
401(k),96502
Remote Work,198508
401(k),135743
Stock Options,159290
401(k),180621
Stock Options,193626
Stock Options,194676
Stock Options,134050
Remote Work,72451
401(k),193749
Health Insurance,57270
401(k),137095
Paid Time Off,156830
Remote Work,54756
Stock Options,170830
Stock Options,84458
Stock Options,161676
Remote Work,118448
Remote Work,72867
Remote Work,117553
401(k),172576
401(k),188611
401(k),152355
Paid Time Off,159599
401(k),140889
401(k),168994
Remote Work,102010
401(k),54731
Paid Time Off,167945
Paid Time Off,148369
Stock Options,184132
Remote Work,85671
Health Insurance,85968
Remote Work,66884
401(k),81368
Remote Work,94141
401(k),122049
401(k),198039
Paid Time Off,173702
401(k),149027
401(k),133117
Remote Work,112717
Paid Time Off,140403
Health Insurance,71659
401(k),178531
Stock Options,196611
Health Insurance,108207
Remote Work,74372
Health Insurance,108233
Health Insurance,67747
401(k),147895
Paid Time Off,131695
Stock Options,130846
Paid Time Off,82822
401(k),103578
Health Insurance,62415
Stock Options,122011
401(k),194417
401(k),199317
Remote Work,94898
Remote Work,138157
Remote Work,77801
Paid Time Off,88973
Stock Options,100913
401(k),73704
Stock Options,160802
Remote Work,158581
Health Insurance,116014
401(k),50209
Remote Work,143551
Paid Time Off,107795
Remote Work,126854
401(k),174092
401(k),80435
